KSIC코드,업종명,레벨,정의,예시,제외
70112,농림수산학 및 수의학 연구개발업,세세분류,"농업, 임업, 어업 및 수의학에 관하여 연구개발을 수행 하는 산업활동 을 말한다.",농경학 연구 / 조경학 연구 / 수의학 연구 / 낙농학 연구 / 수산학 연구 / 종묘학 연구 / 원예학 연구 / 축산학 연구,
70113,의학 및 약학 연구개발업,세세분류,"인간 의학, 약학 및 보건학 분야에 관하여 연구개발을 수행하는 산업 활동을 말한다.","정신 의학 연구 / 공중 보건 연구 / 물리 요법 연구 / 암 및 기타 질환 연구 / 신약 개발 연구 / 전문, 과학 및 기술 서비스업 / 기초의학 연구(해부학, 생리학, 세포학, 유전학, 약학, 약물학, 독물 / 학, 면역학, 면역 혈액학, 임상화학, 임상 미생물학, 병리학 등) / 임상의학 연구(마취학, 소아 / 산부인과 / 내과 / 외과 / 치의학 / 신경 / 의학, 방사선학, 치료학, 이비인후과학, 안과학 등) / 보건학(위생학, 간호학",
70119,기타 자연과학 연구개발업,세세분류,기타 자연과학 분야에 관하여 연구개발을 수행하는 산업활동을 말한다.,광물학 연구 / 토양학 연구 / 석유학 연구 / 기상학 연구 / 수학 연구 / 수리 통계학 연구 / 지구과학 연구 / 지진학 연구 / 지질학 연구 / 지구 물리학 연구 / 대기화학 연구 / 해양학 연구 / 화산학 / 고생태학 술문 / ， / 컴퓨터 과학(소프트웨어 부문) 과,
7012,공학 연구개발업,세분류,"70121 전기․전자공학 연구개발업 전기․통신, 반도체, 컴퓨터 및 음향․화상 신호 처리 등의 전기․전 자공학에 관한 연구개발을 수행하는 산업활동을 말한다.",전기 및 전자공학 연구 / 통신 및 관련 시스템공학 연구 / 컴퓨터 공학(하드웨어 부문) 연구 / 대분류 M,
70129,기타 공학 연구개발업,세세분류,기타 공학 및 기술 분야에 관하여 연구 개발을 수행하는 산업활동을 말한다. 그 외 전문화된 다학제간 공학 연구개발업을 포함한다.,화학공학 연구 / 해양공학 연구 / 항공공학 연구 / 기계공학 연구 / 환경공학 연구 / 핵공학 연구 / 조선공학 연구 / 건축 및 토목공학 연구 / 산업 관련 시스템공학 연구 / 우주공학 연구 / 금속 및 재료공학 연구 / 식품 생산공학 연구 / 금속 / 광산 / 섬유공학 연구 / 도시공학 연구 / 구조공학 연구 / 측지학 연구,
70130,자연과학 및 공학 융합 연구개발업,세세분류,"특정 자연과학 및 공학 연구 분야에 해당하지 않고, 다학제에 걸친 융합 연구개발을 수행하는 산업활동을 말한다.",,자연과학 두 개 이상 연구 분야에 걸친 융합 연구(70119) / 공학 두 개 이상 연구 분야에 걸친 융합 연구(70129)
7020,인문 및 사회과학 연구개발업,세분류,인문 및 사회과학에 관하여 연구 개발을 수행하는 산업활동을 말한다.,,시장조사 활동(71400)
70201,경제 및 경영학 연구개발업,세세분류,"경제, 경영, 금융, 경제 및 사회 통계 이론 등에 관하여 연구 개발을 수행하는 산업활동을 말한다.",경제학 연구 / 경영학 연구 / 경제 통계학 연구 / 사회 통계학 연구,
70209,기타 인문 및 사회과학 연구개발업,세세분류,기타 인문 및 사회과학 연구개발을 수행하는 산업활동을 말한다. 그,， / 심리학 연구 / 정치학 연구 / 사회학 연구 / 문화학 연구 학 / 철학 연구 / 역사학 연구 / 복지학 연구 / 도시계획학 연구 / 교육학 연구 / 법학 연구 / 언어학 연구 / 군사학 연구 / 인류학 / 종족학 / 인구학 연구 / 인간 / 경제 / 사회 지리학 연구 / 대분류 M,
71,전문 서비스업,중분류,"법률 자문 및 대리, 회계 기록 및 감사, 광고 대행, 시장 및 여론 조 사, 경영관련 계획 수립, 자문 및 관련 컨설팅 제공 등과 같은 전문적 서비스를 제공하는 산업활동을 말한다. 이러한 산업활동은 일반적으",,
7110,법무관련 서비스업,세분류,"의뢰인을 대리하여 민․형사 및 기타 사건에 대한 소송, 변호, 조언 및 상담, 법적 문서 작성, 특허권, 저작권 및 기타 권리 보호, 공증 및 심판 중재, 회계 및 세무관련 등의 각종 법무관련 서비스를 제공하는 산업활동을 말한다.",,
71101,변호사업,세세분류,"의뢰인을 대리하여 민․형사 및 기타 사건의 소송, 변호, 소원 심사 청구, 이의 신청 등을 수행하는 산업활동을 말한다.",변호사 사무 / 소송 대리인 / 공증 변호인 / 소송 사건 법률 상담,
71102,변리사업,세세분류,"의뢰인을 대리하여 특허, 실용 신안, 디자인(의장), 상표 및 저작권에 대한 등기 신청, 이의 신청 등을 수행하는 산업활동을 말한다.","특허 사무 / 변리사 사무 / 저작권 관련 법률 사무 / 비금융 무형자산 관련 법률 사무 / 전문, 과학 및 기술 서비스업",
71103,법무사업,세세분류,"변호사업을 제외하고, 사법기관에 제출하는 서류의 작성, 등기 및 공 탁 등에 관한 수속 절차를 수행하는 산업활동을 말한다.",법무사 사무 / 등기관계 서류 작성 대행 / 공탁 증서 작성 대행 / 사법기관 제출 서류 대리 작성,
71109,기타 법무관련 서비스업,세세분류,의뢰인을 대리하여 행정기관 및 공공기관 등에 제출하는 행정 서류 및 법적 규정관련 서류의 작성을 대리하는 산업활동을 말한다.,행정 서류 작성 대행 / 여권 서류 작성 대행 / 대서 사무(행정관련) / 행정사 / ，,편지 및 일반 문서 작성 대행(75911) 업및
7120,회계 및 세무관련 서비스업,세분류,"상거래 기록 작성, 재무제표 작성, 회계 감사 및 증명, 소득세 신고서 작성 등을 수행하는 산업활동을 말한다.",,"특허 및 저작권의 구매 및 임차에 관한 중개 서비스(73903) / 자료처리 및 제표활동(63111) / 특허권 대여 활동(76400) / 대분류 M / 변호사업(71101) / 회계 조직, 비용 계산, 예산 조정 등에 관한 경영 상담 활동(71531) / 수금 대리활동(75993)"
71201,공인회계사업,세세분류,"재무 회계 서류의 작성, 감사, 조사 및 조정 등을 수행하는 공인회계 사의 산업활동을 말한다.",,
71202,세무사업,세세분류,"조세에 관한 신고․청구 등의 대리, 세무관련 서류의 작성, 세무 상담 및 자문 등을 수행하는 세무사의 산업활동을 말한다.",,
71209,기타 회계 관련 서비스업,세세분류,공인회계사와 세무사를 제외한 회계 관련 사무 전문인에 의하여 회계 장부의 기장 및 계산 등 회계 서비스를 제공하는 산업활동을 말한다.,회계 기장 대리 및 상담 / 부기 전문 사무 대리,
713,광고업,소분류,"고객을 대리하여 각종 광고 매체에 대한 광고 기획 및 대행, 광고물 문안ㆍ도안ㆍ설계 등 작성 대리, 옥외 광고 대리, 대중 광고 매체를 대리한 광고 권유 및 유인, 광고물 및 견본의 배부, 광고용 공간 및 시설 임대 등의 광고관련 업무를 수행하는 산업활동을 말한다.",,"광고물 인쇄(1811) / 간판 등의 설치용 비전기식 광고물 제조(33910) / 시장 조사(71400) / 공공 관계(PR) 서비스(71532) / 전문, 과학 및 기술 서비스업 / 텔레비전용 광고 영화 제작(59113)"
71310,광고 대행업,세세분류,"광고주를 대리하여 광고에 관련된 시장 조사 및 광고 기획, 광고물 제작, 매체 선택, 매체와의 광고 계약, 광고물을 라디오, 텔레비전, 인 터넷, 정기 간행물, 신문 등의 광고 매체에 광고하는 업무를 총괄적으 로 대행하는 산업활동을 말한다. 이 사업체는 광고주와의 포괄적인",라디오 광고 대행 / 텔레비전 광고 대행 / 신문 광고 대행 / 인터넷 광고 대행 / ，,
71391,옥외 광고업,세세분류,"인쇄, 그림 또는 전자적 방식 등의 전시 광고물을 기획․제작하여 옥 내․외 간판 또는 차량, 상점 등 전시 공간에 전시 구조물을 게시하 는 산업활동을 말한다. 광고용 설치물(광고탑 등)을 임대하는 활동도",옥외 광고 / 차량 간판 광고 / 가게 전시물 광고 / 전광판 방송 광고 / 전철 간판 광고 / 광고탑 임대 / 대분류 M,비전기식 옥외 광고물 제조(33910) / 옥외 광고용 구조물 설치(F)
71392,"광고물 문안, 도안, 설계 등 작성업",세세분류,"광고주 또는 광고 대행업체와의 계약에 의하여 각종 광고물의 광고 문안 및 도안 작성, 광고물의 설계, 방송 광고물 제작을 위한 시나리 오 작성 등 광고에 관련된 광고물의 작성을 전문적으로 대리하는 산 업활동을 말한다.",,광고활동을 총괄적으로 대리하는 광고 대행업체에서 수행하는 광고 / 물 작성(71310)
71399,그 외 기타 광고 관련 서비스업,세세분류,"광고 매체(TV, 신문 등) 소유자를 대리하여 광고 시간 또는 지면을 판매하거나, 광고 매체로부터 광고 시간 또는 지면을 구입하여 광고 대행사 또는 광고주에게 직접 재판매하거나 그 외 기타 광고 관련 서 비스를 수행하는 산업활동을 말한다.","신문사 광고 지면 판매 대리 / 텔레비전 광고 시간 판매 대리 / 광고물 배포 / 광고용 명함, 인사장, 초대장 견본 배부 대리 / 우편 광고물 배포 / 광고용품 배포 대리",
7140,시장 조사 및 여론 조사업,세분류,"전문, 과학 및 기술 서비스업",,
71400,시장 조사 및 여론 조사업,세세분류,"시장 및 여론에 관한 자료를 체계적으로 수집, 제표 및 분석하는 산 업활동을 말한다.",여론 조사 / 소비 / 구매 습관 조사 / 상품 인기도 조사 / 상품의 시장 잠재력 조사,
715,회사본부 및 경영 컨설팅 서비스업,소분류,"사업 전략 및 조직 기획, 예산, 마케팅, 인사 등과 같은 경영관련 계 획수립, 자문 및 컨설팅을 제공하는 산업활동을 말한다.",,
7151,회사본부,세분류,"회사 또는 기업의 전략이나 조직 기획, 의사 결정을 수행하고 소속 사업체의 운영을 통제하고 관리하는 사업 단위로서 직접적인 산업활 M 동은 수행하지 않고 소속 사업 단위를 관리․지원하는 산업활동을 수 기전 ， 행하는 본사 및 지사를 말한다.",,"회사 본부 또는 지사에서 소속 사업 단위를 관리 / 지원하는 이외에 / 제조, 도 / 소매 또는 기타 산업활동을 병행하여 직접 수행하고 이 / 들 산업활동의 부가가치 구성비가 높은 경우에는 회사 본부 이외에 해당 산업의 특성별로 분류"
71511,제조업 회사본부,세세분류,"제조업을 영위하는 사업 단위로서 회사 또는 기업의 전략이나 조직 기획, 의사 결정을 수행하고 소속 사업체의 운영을 통제하고 관리하 는 본사 및 지사를 말한다. 이러한 사업단위는 특정한 산업활동을 수",제조업 회사 본사(관리 업무가 중심인 경우) / 제조업 회사 지사(관리 업무가 중심인 경우),본사와 사업장이 동일 장소에 있으나 분리 파악할 수 없는 경우에 / 는 주된 산업활동에 따라 분류
71519,기타 산업 회사본부,세세분류,"제조업 이외의 산업활동을 영위하는 사업 단위로서 회사 또는 기업의 전략이나 조직 기획, 의사 결정을 수행하고 소속 사업체의 운영을 통 제하고 관리하는 본사 및 지사를 말한다. 이러한 사업 단위는 특정한","관리업무 중심으로 수행하는 제조업 이외의 본사 및 지사, 중앙 관 / 리사무소",본사와 사업장이 동일 장소에 있으나 분리 파악할 수 없는 경우에 / 는 주된 산업활동에 따라 분류
71531,경영 컨설팅업,세세분류,다른 사업체에게 사업 경영 문제에 관하여 자문 및 지원하는 산업활 동을 말한다.,일반 경영 자문 / 전략 기획 자문 / 특정 부문 경영 자문 / 시장 관리 자문 / 생산 관리 자문 / 재정 관리 자문 / 인력 관리 자문,
71532,공공관계 서비스업,세세분류,"의뢰인이 일반 대중, 정부, 유권자 및 주주 등과의 관계 및 이미지를 개선하도록 자문 및 지침을 제공하는 산업활동을 말한다.",공공관계(PR) 자문 / 홍보 서비스 / 로비 활동 / 정치 자문,변호사의 중재 활동(71101) / 정부기관의 노동 관련 중재 활동(84221) 술문 / ，
71600,기타 전문 서비스업,세세분류,"전문 지식이 요청되는 서비스 제공과 관련하여 사업계획 수립, 전문 인력 확보 및 조직 관리, 회계 관리업무 등을 총괄적으로 수행하는 서비스 산업활동을 말한다. 부수적으로 지식재산권 취득 및 관리, 시","대분류 M / 산학협력단 / 각종 연구개발 사무관리 기구 및 단체 / 전문, 과학 및 기술 서비스업",
72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",중분류,"건축 및 조경 설계․감리 서비스; 과학기술 지식을 응용한 엔지니어 링 서비스; 측량, 지질 조사, 지도 제작 등의 지질학적, 지구 물리학적 조사; 물리적, 화학적 및 기타 분석 시험 서비스를 제공하는 산업활동 을 포함한다.",,
72111,건축 설계 및 관련 서비스업,세세분류,"건축 설계, 건설 공정, 건축 법규 및 건설 자재 등에 관한 지식을 이 용하여 각종 건물 또는 구축물의 기획 및 설계를 수행하는 산업활동 을 말한다.",건축사 사무소 / 건축 상담 기전 / ， / 건축물 설계(엔지니어링 설계 제외),건물 및 토목공사 관련 엔지니어링 서비스(72121)
72112,도시 계획 및 조경 설계 서비스업,세세분류,"공원 및 기타 휴양 지역, 공항, 고속도로, 병원, 학교, 분양 토지, 상 업․산업․거주 지역 등의 개발을 계획 및 설계하는 산업활동을 말한 다. 이를 위하여 토지, 건물 및 구축물의 배치, 토지 활용, 조경 설계 등의 지식을 이용한다. 조경과 관련한 환경 디자인도 포함한다.",정원 설계 / 산업용 토지 이용 설계 / 골프장 또는 스키장 설계 / 대분류 M / 조경 및 경관(익스테리어) 디자인 / 국토 개발 및 토지 이용 계획 설계,
7212,엔지니어링 서비스업,세분류,"과학기술 지식을 응용하여 건축물 및 토목, 환경, 기계, 기기, 공정, 시스템 및 재료 부문 등의 설계, 개발 및 이용과 관련한 공학적 전문 기술을 제공하는 산업활동을 말한다. 엔지니어링 대상 사업 및 시설",,
72121,건물 및 토목 엔지니어링 서비스업,세세분류,"도로, 철도, 교량, 터널, 항만, 댐, 상․하수도 시스템, 통신 및 전력선, 옥외 운동장 및 휴양시설, 산업 시스템 등의 토목 건설에 관련된 엔 지니어링 서비스를 제공하는 산업활동을 말한다. 건물에 대한 엔지니",토목 공학설계 / 토목공사 사업관리 / 토목공사 프로젝트 대행 / 건물 엔지니어링 서비스,건물 건축 설계관련 서비스(72111) / 조경설계 서비스(72112)
72122,환경 관련 엔지니어링 서비스업,세세분류,대기ㆍ수질․소음․진동․폐기물 처리 등 환경과 관련된 엔지니어링 서비스를 제공하는 산업활동을 말한다. 환경과 관련한 문제를 종합적,"환경 및 폐기물 처리시설 엔지니어링 / 대기 관리, 수질 관리, 소음 / 진동 관리 시설물 엔지니어링 / 기타 자연 및 토양 환경 관련 엔지니어링 / 환경 영향 평가 / 환경 부지 평가","환경 복원(토양, 수질, 대기) 서비스(3900) / 환경 요인 및 오염 측정 서비스(72911)"
72129,기타 엔지니어링 서비스업,세세분류,"기계, 전기, 전자, 해양, 교통 부문 등과 관련한 엔지니어링 서비스를 제공하는 산업활동을 말한다.",기계 엔지니어링 / 전기 엔지니어링 학 / 전자 엔지니어링 / 지질 엔지니어링 / 해양 엔지니어링 / 교통 시스템 엔지니어링 / 항행용 선박 설계,"환경 복원(토양, 수질, 대기) 서비스(3900)"
7291,"기술 시험, 검사 및 분석업",세분류,"화학적, 물리적 방법 또는 X선, 감마선, 초음파 및 기타 방법으로 방 대분류 M 사능 및 오염 측정, 식품 및 종자 시험 검사, 각종 물질 및 제품의 질 적 검사, 신뢰도나 결함 분석 및 시험, 제품 증명, 재료 평가 등 각종 기술적 시험, 검사, 측정, 평가, 분석 업무를 수행하는 산업활동을 말 한다.","물리 시험 및 분석 / 종합 기술적 검사 / 기술 검사 및 분석 / 성분, 순도 측정 및 분석","생산물 품질관리 검사, 계량 및 감정(73904) / 의료 및 치과 병리 실험(86204)"
72911,물질 성분 검사 및 분석업,세세분류,"공기, 물, 폐기물, 연료, 금속, 토양, 광물, 식품 및 화학 물질 등과 같 은 각종 물질의 순도, 성분 및 성질을 검사하거나 분석하는 산업활동 을 말한다.",식품 검사 / 화학물 성분 검사 / 환경 요인 측정 / 분석 / 대기 오염 측정 / 금속 등 광물의 물리적 성질 분석 / 미생물 성분 분석 / 목재의 물리적 성질 분석 / 수질 자동 측정,물품 감정(73904)
72919,"기타 기술 시험, 검사 및 분석업",세세분류,"금속, 플라스틱, 목재, 유리, 콘크리트 등의 물질에 대한 강도, 유연성, 전문, 과학 및 기술 서비스업 전기 전도성, 장력, 내구력, 내화력과 같은 물질의 특성을 시험하는 활동; 기계류, 도구류, 자동차 등의 제품에 대한 성능 및 안전성을 시 험 또는 검사하는 활동; 선박, 항공기, 댐, 용접 등의 결함 및 안전성 을 검사하기 위한 X선, 자기, 초음속 시험 등의 검사서비스를 제공하 는 산업활동을 말한다. 이러한 검사는 주로 실물 또는 모형을 이용하",자동차 품질 검사 / 댐 검사 / 장비 종합 검사 / 비파괴 검사 / 용접 검사 / 기계 및 구조물의 초음파 검사,차량의 수리 및 유지 서비스(952)
7292,"측량, 지질 조사 및 지도 제작업",세분류,，,,
72921,측량업,세세분류,"건축 또는 지도 제작 등에 관련된 토지, 도로, 수로 등을 측량하는 산 업활동을 말한다.",지형 측량 서비스 / 수로 측량 서비스 / 항공 측량 서비스,지질 조사 및 탐사에 관련된 지표면 측정과 관찰 조사(72923) / 측량 활동의 결합 여부를 불문한 지도 제작 활동(72923)
72922,제도업,세세분류,"대분류 M 엔지니어링 및 건축 관련 설계 명세서를 기초로 건물, 구축물 및 시 스템의 세밀한 설계 도면을 작성하는 산업활동을 말한다. 작성된 도","엔지니어링 설계 제도 / 건축 설계 제도 / 청사진 제도 / 설계 도면 작성 / 72923 지질 조사 / 탐사 및 지도 제작업 / 지질 조사, 지구 물리학적 조사 및 탐사 서비스를 제공하는 산업활동 (지질 조사 및 탐사와 관련하여 수행하는 측량활동도 포함하며, 광물 을 채굴하기 위한 광물 탐사활동은 광업으로 분류함)과 지상의 지형 지물에 대한 정보를 얻기 위한 항공사진 측량과 경도 및 위도와 좌표 를 구하기 위한 지상 기준점 측량을 실시하고 수","지도 제작 과정 없이 계약에 의하여 출판하는 경우(5811) / 지도를 제작하지 않고 계약에 의하여 온라인으로 제공하는 경우 / (63991) / 전문, 과학 및 기술 서비스업"
73,"기타 전문, 과학 및 기술 서비스업",중분류,"수의 서비스, 디자인, 사업 및 재산권 중개, 사진 촬영 및 처리 등을 포함하여 기타 분류되지 않은 전문, 과학 및 기술서비스를 제공하는 산업활동을 말한다.",,
73100,수의업,세세분류,축산 동물 및 반려용․애완용 동물에 대한 질병의 예방 및 치료를 수 행하는 산업활동을 말한다.,축산 동물병원 / 반려 / 애완 동물병원 / 수의 서비스 / 수의관련 실험 서비스 / 동물관련 임상병리 서비스 / 동물 구급 서비스 술문 / ，,인공 수정 및 거세 서비스(01420)
7320,전문 디자인업,세분류,"건축 설계, 엔지니어링 및 컴퓨터 시스템 설계를 제외한 전문 디자인 서비스를 제공하는 산업활동을 말한다.",,
73201,인테리어 디자인업,세세분류,"건축관련 법규, 안전성, 기계 및 전기적 특성, 내부 부착물 및 가구 등을 고려하여 사용상의 안전성, 편의성 및 미적 요소 등을 충족시키 대분류 M 는 실내 공간 구성을 기획, 설계 및 관리하는 산업활동을 말한다. 이",실내 장식 디자인 / 실내 장식 자문 서비스,"가구 및 실내설비를 판매하면서 실내 장식 서비스를 제공(46, 47) / 실내 장식공사(42412) / 전시시설 기획 및 행사 대행(75992)"
73202,제품 디자인업,세세분류,"제품의 기능, 사용, 가치 및 외관 등을 최적화 하도록 사양을 기획 및 디자인하는 산업 디자인 서비스 활동을 말한다. 이 서비스에는 안전",자동차 디자인 / 제품 디자인 자문 서비스 / 가구 디자인 / 모형 디자인 / 기계 및 수공구 디자인 / 포장산업 디자인 / 전기 및 전자제품 디자인 / 생활 및 환경용품 디자인 / 운송 기기 디자인,"패션 관련 제품, 텍스타일(섬유류) 및 기타 전문 디자인업(73209) / 전문, 과학 및 기술 서비스업 / 기계, 재료, 구축물 및 시스템의 공학적인 설계 및 개발(7212)"
73203,시각 디자인업,세세분류,"특정 메시지, 이미지 또는 개념을 시각적으로 전달하거나 가상 현상 등을 시각적으로 명확하게 전달 또는 표현하기 위한 시각 전달 매체 를 기획, 디자인 및 관리하는 산업활동을 말한다. 비디오물 및 영상","상업 미술 / 메디컬 일러스트레이션 / 그래픽 디자인 / 실크스크린 디자인 / 기업 로고 디자인 / 캐릭터 디자인 / 각종 제품 및 상품 패키지(용기, 라벨, 제품 박스 등) 디자인 / 타이포그래피 디자인 / 아이덴티티 디자인(CI, BI) M / 출판물 편집 디자인 기전 / ， / 영상 디자인 서",애니메이션(만화) 영화 제작(59112) / 만화 및 시각 예술을 제작하는 자영 예술가(90132) / 광고물 제작 대리(713)
73209,"패션, 섬유류 및 기타 전문 디자인업",세세분류,"패션 제품, 텍스타일 제품 및 기타 전문 디자인을 수행하는 산업활동 을 말한다.","패션 제품(의복, 가죽, 가방 및 액세서리) 디자인 / 텍스타일(섬유류) 패턴(pattern) 디자인 / 대분류 M / 귀금속 및 보석 디자인 / 구두 디자인 / 모피 디자인 / 의류 디자인",
7330,사진 촬영 및 처리업,세분류,"개인용, 상업용, 산업용 등의 각종 사진 촬영 및 처리활동을 말한다.",,
73301,인물 사진 및 행사용 영상 촬영업,세세분류,사진관 또는 고객의 사무실 및 가정과 같은 장소에서 인물을 촬영하 는 산업활동을 말한다. 사진은 그 대상을 있는 그대로 표현한다. 영화,초상화 촬영(개인) / 행사 비디오 촬영 / 여권 사진 촬영 / 학교 사진 촬영,동전 조작식 사진 촬영기 운영(96999)
73302,상업용 사진 촬영업,세세분류,"광고회사, 출판업자 및 기타 산업 사용자를 대상으로 사진 촬영서비 스를 제공하는 산업활동을 말한다.","광고관련 사진 촬영 / 상품 사진 촬영 / 전문, 과학 및 기술 서비스업 / 상업용 사진 촬영 / 산업용 사진 촬영 / 의류 사진 촬영 / 카탈로그 사진 촬영 / 기기 및 건물 사진 촬영 / 홍보 관련 인물 촬영 / 구축물 촬영",
73303,사진 처리업,세세분류,"사진 및 비디오의 현상 처리, 인화 및 확대 처리 등을 수행하는 산업 활동을 말한다. 슬라이드 제작, 오래된 사진 복원 및 투영도 수정 등",사진 인화 서비스 / 슬라이드 제작 서비스 / 사진 처리 서비스 / 사진 복원 서비스 / 사진 복사 및 손질 서비스(청사진 복사 제외) / 마이크로 필름 처리 서비스,， / 텔레비전 및 영화산업에 관련된 영화 필름 현상(59120)
73901,매니저업,세세분류,"예술가, 연예인, 스포츠인 등 일반적으로 공인을 대리하고 관리하는 산업활동을 말한다. 이 사업체는 고객을 위하여 계약 협상, 금전 문제",유명 인사 매니저 / 모델 매니저 / 대분류 M,
73902,번역 및 통역 서비스업,세세분류,"번역, 통역 및 수화 서비스를 제공하는 산업활동을 말한다.",번역 서비스 / 통역 서비스,
73903,사업 및 무형 재산권 중개업,세세분류,"사업 및 무형 재산권을 감정, 중개 및 알선하는 산업활동을 말한다.","지적 재산권 감정 및 알선 / 사업체 합병(M&A) 알선 및 자문 / 복제권 감정 및 알선 / 회원권 분양 중개 및 대행 / 특허권, 저작권 구매 및 임차 중개",무형 재산권 임대(76400)
73904,"물품 감정, 계량 및 견본 추출업",세세분류,"물품을 감정하거나 각종 상품의 계량, 형량 및 견본 추출과 그 결과 를 증명하는 산업활동을 말한다.",계량 증명소 / 상품 견본 추출 대리 / 보석 감정 / 골동품 감정 / 물량 조사 서비스,"운수관련 화물 검수 / 계량 서비스(52993) / 손해 사정 서비스(66201) / 전문, 과학 및 기술 서비스업 / 부동산 감정 평가(68223) / 물질 성분 검사(72911)"
73905,고고유산 조사연구 서비스업,세세분류,토지(지표․지중) 또는 수중(바다․호수․하천)에 분포․매장(생성․ 퇴적)되거나 건조물 등에 포장되어 있는 고고유산에 대한 전문지식과 조사기술을 이용하여 고고유산을 보호․보존 및 조사․연구 등의 서 비스를 제공하는 산업활동을 말한다.,고고유산 지표 / 발굴조사 서비스 / 고고유산 보존 및 활용 서비스 / 고고유산 조사기관,지질학 연구(70119) M / 역사학 연구(70209) 기전 / ，
73909,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",세세분류,"기타 분류되지 않은 전문, 과학 및 기술 서비스를 제공하는 산업활동 업및 을 말한다. 농․축산물, 식품 및 의약품에 대하여 방사선을 쬐어 멸균",보존 서적 방부처리 서비스 / 의약품 조사 처리 / 식품 조사 처리 / 농산물 방사선 처리,"우유 저온 살균 처리(10421) / 대분류 N N 사업시설 관리, 사업 지원 및 임대 서비스업(74 ~ 76) 1. 개요 사업시설 청소, 방제 등을 포함한 사업시설 유지 / 관리활동, 고용 지원 서비 / 스, 보안 서비스, 여행보조 서비스, 기타 사무지원 서비스 등과 같은 사업 운영과 밀접하게 관련된 지원 서비스 제공 활동, 각종 산업용 기계 / 장비 / 또는 개인 및 가정용 기계 / 장비 및 용품 등을 임대하는 산업활동을 말한 / 다. 전문, 과학 및 기술 서비스 활동은 대분류 M에서 분류한다. 가. 사업시설 관리 및 조경 서비"
74,사업시설 관리 및 조경 서비스업,중분류,"741 사업시설 유지․관리 서비스업 7410 사업시설 유지․관리 서비스업 74100 사업시설 유지․관리 서비스업 고객의 사업시설을 유지 및 관리하는 산업활동으로서 경비, 청소, 우 편물 선별, 기계장치, 통신 및 전기장치 점검․유지․수리 등의 관련 서비스를 다양하게 제공하는 산업활동을 말한다. 사업장 내부시설(전",사업시설 유지 / 관리 / 기관시설 유지,"비주거용 부동산 관리활동(68212) / 정비, 수리, 청소 등 특정 전문서비스 대리는 그 활동종류에 따라 / 각각 분류 742 건물 / 산업설비 청소 및 방제 서비스업"
74211,건축물 일반 청소업,세세분류,"주거용, 상업용 또는 산업용 건물의 내부 및 창문을 청소하는 산업활 동을 말한다.","사업시설 관리, 사업 지원 및 임대 서비스업 / 건물 창문 청소 / 건물 외부 청소 / 공중 전화시설 청소 / 구내 청소 대행 / 바닥 청소 및 광택 내기 / 내부 벽 청소","건물 외부에 대한 증기 청소 및 건축활동이 완료된 후 신축 건물에 / 대한 정리활동(42499) / 산업설비, 운송장비 또는 공공장소 청소(74212) / 카펫, 바닥깔개, 가리개 및 커튼 세탁(9691) / 개인 가정 고용인의 청소활동(97000) / 하수도관 및 하수 처리시설 등 관련 시설 청소(37011)"
74212,"산업설비, 운송장비 및 공공장소 청소업",세세분류,"산업설비, 운송장비 및 산업용품을 기계적 또는 화학적 방법으로 세 척 및 청소하는 산업활동을 말한다. 공공 장소에 대한 거리 청소, 제",， / 산업설비 청소 서비스 / 탱크 청소 서비스 비 / 로 및 굴뚝 청소 서비스 / 컴퓨터실 청소 서비스 업업 / 활주로 청소 서비스 / 거리 청소 서비스 지 / 선박 청소 서비스 / 산업용 장비 세척(직물 및 직물제품 제외),분뇨 수거 및 처리(3702) / 직물 및 직물제품 세탁(9691)
7422,"소독, 구충 및 방제 서비스업",세분류,대분류 N,,
74220,"소독, 구충 및 방제 서비스업",세세분류,"건물, 가구 및 기기 등을 소독, 구충 및 방제하는 산업활동을 말한다.",건물 해충 구제 서비스 / 선박 소독 및 살균 서비스 / 화장실 위생 소독 서비스 / 훈증 소독 서비스,농작물 해충 구제 서비스(01411)
74300,조경관리 및 유지 서비스업,세세분류,"수수료 및 계약에 의하여 건물 주위, 도로변, 정원, 공원, 운동장 등의 환경 조성에 따른 조경수, 잔디, 화초 등 각종 조경용 식물을 식재 및 유지․관리하는 산업활동을 말한다. 조경수 및 관목의 보호를 위한",조경수 관리 / 정원수 식재 / 정원관리 대리 / 조경수목 치료 서비스,"조경수를 재배한 사업체가 식재를 하는 경우(01122) / 토목공사와 결합되는 조경수 식재(41226) / 산림 병충해 방지 서비스(02040) / 사업시설 관리, 사업 지원 및 임대 서비스업"
751,고용 알선 및 인력 공급업,소분류,"고용주와 구직자를 대리하여 고용에 관련된 인적 사항 조사, 구인 조 회 등 알선 활동을 수행하거나 자기 관리 아래 노동 인력을 확보하고 특정 인력을 사용하기를 원하는 사업자 또는 개인과 고용계약을 체결 하여 인력을 제공하고 그 대가를 직접 받아 피고용자에게 자기가 직 접 급료를 지불하는 형태의 인력을 공급하는 산업활동을 포함한다.",,농업노동자 공급(01411) / 사업 경영 자문 컨설팅 제공(71531)
