KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
13229,C,제조업,13,섬유제품 제조업; 의복 제외,132,직물 직조 및 직물제품 제조업,1322,직물제품 제조업,기타 직물제품 제조업,제조업 > 섬유제품 제조업; 의복 제외 > 직물 직조 및 직물제품 제조업 > 직물제품 제조업 > 기타 직물제품 제조업
13300,C,제조업,13,섬유제품 제조업; 의복 제외,133,편조 원단 제조업,1330,편조 원단 제조업,편조 원단 제조업,제조업 > 섬유제품 제조업; 의복 제외 > 편조 원단 제조업
13401,C,제조업,13,섬유제품 제조업; 의복 제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업",솜 및 실 염색 가공업,"제조업 > 섬유제품 제조업; 의복 제외 > 섬유제품 염색, 정리 및 마무리 가공업 > 솜 및 실 염색 가공업"
13402,C,제조업,13,섬유제품 제조업; 의복 제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업","직물, 편조 원단 및 의복류 염색 가공업","제조업 > 섬유제품 제조업; 의복 제외 > 섬유제품 염색, 정리 및 마무리 가공업 > 직물, 편조 원단 및 의복류 염색 가공업"
13403,C,제조업,13,섬유제품 제조업; 의복 제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업",날염 가공업,"제조업 > 섬유제품 제조업; 의복 제외 > 섬유제품 염색, 정리 및 마무리 가공업 > 날염 가공업"
13409,C,제조업,13,섬유제품 제조업; 의복 제외,134,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업",섬유제품 기타 정리 및 마무리 가공업,"제조업 > 섬유제품 제조업; 의복 제외 > 섬유제품 염색, 정리 및 마무리 가공업 > 섬유제품 기타 정리 및 마무리 가공업"
13910,C,제조업,13,섬유제품 제조업; 의복 제외,139,기타 섬유제품 제조업,1391,"카펫, 마루덮개 및 유사 제품 제조업","카펫, 마루덮개 및 유사 제품 제조업","제조업 > 섬유제품 제조업; 의복 제외 > 기타 섬유제품 제조업 > 카펫, 마루덮개 및 유사 제품 제조업"
13921,C,제조업,13,섬유제품 제조업; 의복 제외,139,기타 섬유제품 제조업,1392,"끈, 로프, 망 및 끈 가공품 제조업",끈 및 로프 제조업,"제조업 > 섬유제품 제조업; 의복 제외 > 기타 섬유제품 제조업 > 끈, 로프, 망 및 끈 가공품 제조업 > 끈 및 로프 제조업"
13922,C,제조업,13,섬유제품 제조업; 의복 제외,139,기타 섬유제품 제조업,1392,"끈, 로프, 망 및 끈 가공품 제조업",어망 및 기타 끈 가공품 제조업,"제조업 > 섬유제품 제조업; 의복 제외 > 기타 섬유제품 제조업 > 끈, 로프, 망 및 끈 가공품 제조업 > 어망 및 기타 끈 가공품 제조업"
13991,C,제조업,13,섬유제품 제조업; 의복 제외,139,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업,세폭직물 제조업,제조업 > 섬유제품 제조업; 의복 제외 > 기타 섬유제품 제조업 > 그 외 기타 섬유제품 제조업 > 세폭직물 제조업
13992,C,제조업,13,섬유제품 제조업; 의복 제외,139,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업,부직포 및 펠트 제조업,제조업 > 섬유제품 제조업; 의복 제외 > 기타 섬유제품 제조업 > 그 외 기타 섬유제품 제조업 > 부직포 및 펠트 제조업
13993,C,제조업,13,섬유제품 제조업; 의복 제외,139,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업,특수사 및 코드직물 제조업,제조업 > 섬유제품 제조업; 의복 제외 > 기타 섬유제품 제조업 > 그 외 기타 섬유제품 제조업 > 특수사 및 코드직물 제조업
13994,C,제조업,13,섬유제품 제조업; 의복 제외,139,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업,표면처리 및 적층 직물 제조업,제조업 > 섬유제품 제조업; 의복 제외 > 기타 섬유제품 제조업 > 그 외 기타 섬유제품 제조업 > 표면처리 및 적층 직물 제조업
13999,C,제조업,13,섬유제품 제조업; 의복 제외,139,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업,그 외 기타 분류 안된 섬유제품 제조업,제조업 > 섬유제품 제조업; 의복 제외 > 기타 섬유제품 제조업 > 그 외 기타 섬유제품 제조업 > 그 외 기타 분류 안된 섬유제품 제조업
14111,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1411,겉옷 제조업,남자용 겉옷 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 봉제의복 제조업 > 겉옷 제조업 > 남자용 겉옷 제조업"
14112,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1411,겉옷 제조업,여자용 겉옷 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 봉제의복 제조업 > 겉옷 제조업 > 여자용 겉옷 제조업"
14120,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1412,속옷 및 잠옷 제조업,속옷 및 잠옷 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 봉제의복 제조업 > 속옷 및 잠옷 제조업"
14130,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1413,한복 제조업,한복 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 봉제의복 제조업 > 한복 제조업"
14191,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,셔츠 및 블라우스 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 봉제의복 제조업 > 기타 봉제의복 제조업 > 셔츠 및 블라우스 제조업"
14192,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,"근무복, 작업복 및 유사 의복 제조업","제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 봉제의복 제조업 > 기타 봉제의복 제조업 > 근무복, 작업복 및 유사 의복 제조업"
14193,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,가죽의복 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 봉제의복 제조업 > 기타 봉제의복 제조업 > 가죽의복 제조업"
14194,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,유아용 의복 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 봉제의복 제조업 > 기타 봉제의복 제조업 > 유아용 의복 제조업"
14199,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",141,봉제의복 제조업,1419,기타 봉제의복 제조업,그 외 기타 봉제의복 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 봉제의복 제조업 > 기타 봉제의복 제조업 > 그 외 기타 봉제의복 제조업"
14200,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",142,모피제품 제조업,1420,모피제품 제조업,모피제품 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 모피제품 제조업"
14300,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",143,편조의복 제조업,1430,편조의복 제조업,편조의복 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 편조의복 제조업"
14411,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",144,의복 액세서리 제조업,1441,편조 의복 액세서리 제조업,스타킹 및 기타양말 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 의복 액세서리 제조업 > 편조 의복 액세서리 제조업 > 스타킹 및 기타양말 제조업"
14419,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",144,의복 액세서리 제조업,1441,편조 의복 액세서리 제조업,기타 편조 의복 액세서리 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 의복 액세서리 제조업 > 편조 의복 액세서리 제조업 > 기타 편조 의복 액세서리 제조업"
14491,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",144,의복 액세서리 제조업,1449,기타 의복 액세서리 제조업,모자 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 의복 액세서리 제조업 > 기타 의복 액세서리 제조업 > 모자 제조업"
14499,C,제조업,14,"의복, 의복 액세서리 및 모피제품 제조업",144,의복 액세서리 제조업,1449,기타 의복 액세서리 제조업,그 외 기타 의복 액세서리 제조업,"제조업 > 의복, 의복 액세서리 및 모피제품 제조업 > 의복 액세서리 제조업 > 기타 의복 액세서리 제조업 > 그 외 기타 의복 액세서리 제조업"
15110,C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사 제품 제조업",1511,모피 및 가죽 제조업,모피 및 가죽 제조업,"제조업 > 가죽, 가방 및 신발 제조업 > 가죽, 가방 및 유사 제품 제조업 > 모피 및 가죽 제조업"
15121,C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사 제품 제조업",1512,"핸드백, 가방 및 기타 보호용 케이스 제조업",핸드백 및 지갑 제조업,"제조업 > 가죽, 가방 및 신발 제조업 > 가죽, 가방 및 유사 제품 제조업 > 핸드백, 가방 및 기타 보호용 케이스 제조업 > 핸드백 및 지갑 제조업"
15129,C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사 제품 제조업",1512,"핸드백, 가방 및 기타 보호용 케이스 제조업",가방 및 기타 보호용 케이스 제조업,"제조업 > 가죽, 가방 및 신발 제조업 > 가죽, 가방 및 유사 제품 제조업 > 핸드백, 가방 및 기타 보호용 케이스 제조업 > 가방 및 기타 보호용 케이스 제조업"
15190,C,제조업,15,"가죽, 가방 및 신발 제조업",151,"가죽, 가방 및 유사 제품 제조업",1519,기타 가죽제품 제조업,기타 가죽제품 제조업,"제조업 > 가죽, 가방 및 신발 제조업 > 가죽, 가방 및 유사 제품 제조업 > 기타 가죽제품 제조업"
15211,C,제조업,15,"가죽, 가방 및 신발 제조업",152,신발 및 신발 부분품 제조업,1521,신발 제조업,구두류 제조업,"제조업 > 가죽, 가방 및 신발 제조업 > 신발 및 신발 부분품 제조업 > 신발 제조업 > 구두류 제조업"
15219,C,제조업,15,"가죽, 가방 및 신발 제조업",152,신발 및 신발 부분품 제조업,1521,신발 제조업,기타 신발 제조업,"제조업 > 가죽, 가방 및 신발 제조업 > 신발 및 신발 부분품 제조업 > 신발 제조업 > 기타 신발 제조업"
15220,C,제조업,15,"가죽, 가방 및 신발 제조업",152,신발 및 신발 부분품 제조업,1522,신발 부분품 제조업,신발 부분품 제조업,"제조업 > 가죽, 가방 및 신발 제조업 > 신발 및 신발 부분품 제조업 > 신발 부분품 제조업"
16101,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,161,제재 및 목재 가공업,1610,제재 및 목재 가공업,일반 제재업,제조업 > 목재 및 나무제품 제조업; 가구 제외 > 제재 및 목재 가공업 > 일반 제재업
16102,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,161,제재 및 목재 가공업,1610,제재 및 목재 가공업,표면 가공목재 및 특정 목적용 제재목 제조업,제조업 > 목재 및 나무제품 제조업; 가구 제외 > 제재 및 목재 가공업 > 표면 가공목재 및 특정 목적용 제재목 제조업
16103,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,161,제재 및 목재 가공업,1610,제재 및 목재 가공업,"목재 보존, 방부처리, 도장 및 유사 처리업","제조업 > 목재 및 나무제품 제조업; 가구 제외 > 제재 및 목재 가공업 > 목재 보존, 방부처리, 도장 및 유사 처리업"
16211,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,162,나무제품 제조업,1621,"박판, 합판 및 강화 목제품 제조업","박판, 합판 및 유사 적층판 제조업","제조업 > 목재 및 나무제품 제조업; 가구 제외 > 나무제품 제조업 > 박판, 합판 및 강화 목제품 제조업 > 박판, 합판 및 유사 적층판 제조업"
16212,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,162,나무제품 제조업,1621,"박판, 합판 및 강화 목제품 제조업",강화 및 재생 목재 제조업,"제조업 > 목재 및 나무제품 제조업; 가구 제외 > 나무제품 제조업 > 박판, 합판 및 강화 목제품 제조업 > 강화 및 재생 목재 제조업"
16221,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,162,나무제품 제조업,1622,건축용 나무제품 제조업,목재 문 및 관련제품 제조업,제조업 > 목재 및 나무제품 제조업; 가구 제외 > 나무제품 제조업 > 건축용 나무제품 제조업 > 목재 문 및 관련제품 제조업
16229,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,162,나무제품 제조업,1622,건축용 나무제품 제조업,기타 건축용 나무제품 제조업,제조업 > 목재 및 나무제품 제조업; 가구 제외 > 나무제품 제조업 > 건축용 나무제품 제조업 > 기타 건축용 나무제품 제조업
16231,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,162,나무제품 제조업,1623,"목재 상자, 드럼 및 적재판 제조업",목재 깔판류 및 기타 적재판 제조업,"제조업 > 목재 및 나무제품 제조업; 가구 제외 > 나무제품 제조업 > 목재 상자, 드럼 및 적재판 제조업 > 목재 깔판류 및 기타 적재판 제조업"
16232,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,162,나무제품 제조업,1623,"목재 상자, 드럼 및 적재판 제조업","목재 포장용 상자, 드럼 및 유사 용기 제조업","제조업 > 목재 및 나무제품 제조업; 가구 제외 > 나무제품 제조업 > 목재 상자, 드럼 및 적재판 제조업 > 목재 포장용 상자, 드럼 및 유사 용기 제조업"
16291,C,제조업,16,목재 및 나무제품 제조업; 가구 제외,162,나무제품 제조업,1629,기타 나무제품 제조업,목재 도구 및 주방용 나무제품 제조업,제조업 > 목재 및 나무제품 제조업; 가구 제외 > 나무제품 제조업 > 기타 나무제품 제조업 > 목재 도구 및 주방용 나무제품 제조업
