국세청_업종코드,국세청_대분류코드,국세청_대분류명,국세청_중분류코드,국세청_중분류명,국세청_소분류코드,국세청_소분류명,국세청_세분류코드,국세청_세분류명,국세청_세세분류명,KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
922107,S,"협회 및 단체, 수리 및 기타 개인 서비스업",92,개인 및 소비용품 수리업,922,컴퓨터 및 통신장비 수리업,9221,통신장비 수리업,통신장비 수리업,95120,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,951,컴퓨터 및 통신장비 수리업,9512,통신장비 수리업,통신장비 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 컴퓨터 및 통신장비 수리업 > 통신장비 수리업"
922108,S,"협회 및 단체, 수리 및 기타 개인 서비스업",92,개인 및 소비용품 수리업,922,개인 및 가정용품 수리업,9221,기타 개인 및 가정용품 수리업,"가죽, 가방 및 신발 수리업",95392,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,953,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업,"가죽, 가방 및 신발 수리업","협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 개인 및 가정용품 수리업 > 기타 개인 및 가정용품 수리업 > 가죽, 가방 및 신발 수리업"
922109,S,"협회 및 단체, 수리 및 기타 개인 서비스업",92,개인 및 소비용품 수리업,922,개인 및 가정용품 수리업,9221,기타 개인 및 가정용품 수리업,"시계, 귀금속 및 악기 수리업",95393,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,953,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업,"시계, 귀금속 및 악기 수리업","협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 개인 및 가정용품 수리업 > 기타 개인 및 가정용품 수리업 > 시계, 귀금속 및 악기 수리업"
922201,S,"협회 및 단체, 수리 및 기타 개인 서비스업",92,개인 및 소비용품 수리업,922,자동차 및 모터사이클 수리업,9222,자동차 수리 및 세차업,자동차 종합 수리업,95211,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,952,자동차 및 모터사이클 수리업,9521,자동차 수리 및 세차업,자동차 종합 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 자동차 및 모터사이클 수리업 > 자동차 수리 및 세차업 > 자동차 종합 수리업"
922202,S,"협회 및 단체, 수리 및 기타 개인 서비스업",92,개인 및 소비용품 수리업,922,자동차 및 모터사이클 수리업,9222,자동차 수리 및 세차업,자동차 전문 수리업,95212,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,952,자동차 및 모터사이클 수리업,9521,자동차 수리 및 세차업,자동차 전문 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 자동차 및 모터사이클 수리업 > 자동차 수리 및 세차업 > 자동차 전문 수리업"
922203,S,"협회 및 단체, 수리 및 기타 개인 서비스업",92,개인 및 소비용품 수리업,922,자동차 및 모터사이클 수리업,9222,자동차 수리 및 세차업,자동차 세차업,95213,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,952,자동차 및 모터사이클 수리업,9521,자동차 수리 및 세차업,자동차 세차업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 자동차 및 모터사이클 수리업 > 자동차 수리 및 세차업 > 자동차 세차업"
922204,S,"협회 및 단체, 수리 및 기타 개인 서비스업",92,개인 및 소비용품 수리업,922,자동차 및 모터사이클 수리업,9222,모터사이클 수리업,모터사이클 수리업,95220,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,952,자동차 및 모터사이클 수리업,9522,모터사이클 수리업,모터사이클 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 자동차 및 모터사이클 수리업 > 모터사이클 수리업"
923100,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9231,"도서관, 기록 보존소 및 독서실 운영업",독서실 운영업,90212,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9021,"도서관, 기록 보존소 및 독서실 운영업",독서실 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 도서관, 기록 보존소 및 독서실 운영업 > 독서실 운영업"
923101,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9231,"도서관, 기록 보존소 및 독서실 운영업",도서관 및 기록 보존소 운영업,90211,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9021,"도서관, 기록 보존소 및 독서실 운영업",도서관 및 기록 보존소 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 도서관, 기록 보존소 및 독서실 운영업 > 도서관 및 기록 보존소 운영업"
923102,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9231,"도서관, 기록 보존소 및 독서실 운영업",독서실 운영업,90212,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9021,"도서관, 기록 보존소 및 독서실 운영업",독서실 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 도서관, 기록 보존소 및 독서실 운영업 > 독서실 운영업"
923200,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9232,박물관 및 사적지 관리 운영업,박물관 운영업,90221,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9022,박물관 및 사적지 관리 운영업,박물관 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 박물관 및 사적지 관리 운영업 > 박물관 운영업"
923201,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9232,박물관 및 사적지 관리 운영업,사적지 관리 운영업,90222,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9022,박물관 및 사적지 관리 운영업,사적지 관리 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 박물관 및 사적지 관리 운영업 > 사적지 관리 운영업"
923300,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9233,"식물원, 동물원 및 자연공원 운영업",식물원 및 동물원 운영업,90231,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9023,"식물원, 동물원 및 자연공원 운영업",식물원 및 동물원 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 식물원, 동물원 및 자연공원 운영업 > 식물원 및 동물원 운영업"
923301,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",923,"도서관, 사적지 및 유사 여가관련 서비스업",9233,기타 유사 여가관련 서비스업,기타 유사 여가관련 서비스업,90290,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9029,기타 유사 여가관련 서비스업,기타 유사 여가관련 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 기타 유사 여가관련 서비스업"
924101,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9241,기타 스포츠 서비스업,그 외 기타 스포츠 서비스업,91199,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9119,기타 스포츠 서비스업,그 외 기타 스포츠 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠 서비스업 > 그 외 기타 스포츠 서비스업"
924102,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9241,기타 스포츠 서비스업,그 외 기타 스포츠 서비스업,91199,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9119,기타 스포츠 서비스업,그 외 기타 스포츠 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠 서비스업 > 그 외 기타 스포츠 서비스업"
924103,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9241,기타 스포츠 서비스업,스포츠 클럽 운영업,91191,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9119,기타 스포츠 서비스업,스포츠 클럽 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠 서비스업 > 스포츠 클럽 운영업"
924200,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9242,경기장 운영업,실내 경기장 운영업,91111,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9111,경기장 운영업,실내 경기장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 경기장 운영업 > 실내 경기장 운영업"
924201,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9242,경기장 운영업,실외 경기장 운영업,91112,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9111,경기장 운영업,실외 경기장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 경기장 운영업 > 실외 경기장 운영업"
924202,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9242,경기장 운영업,경주장 및 동물 경기장 운영업,91113,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9111,경기장 운영업,경주장 및 동물 경기장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 경기장 운영업 > 경주장 및 동물 경기장 운영업"
924302,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,볼링장 운영업,91134,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,볼링장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 볼링장 운영업"
924303,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,골프장 및 스키장 운영업,골프장 운영업,91121,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9112,골프장 및 스키장 운영업,골프장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 골프장 및 스키장 운영업 > 골프장 운영업"
924304,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,골프장 및 스키장 운영업,스키장 운영업,91122,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9112,골프장 및 스키장 운영업,스키장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 골프장 및 스키장 운영업 > 스키장 운영업"
924305,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,체력 단련시설 운영업,91132,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,체력 단련시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 체력 단련시설 운영업"
924306,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,91139,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 그 외 기타 스포츠시설 운영업"
924307,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,골프 연습장 운영업,91136,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,골프 연습장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 골프 연습장 운영업"
924308,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,골프 연습장 운영업,91136,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,골프 연습장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 골프 연습장 운영업"
924309,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,당구장 운영업,91135,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,당구장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 당구장 운영업"
924310,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,91139,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 그 외 기타 스포츠시설 운영업"
924311,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,수영장 운영업,91133,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,수영장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 수영장 운영업"
924312,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,91139,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 그 외 기타 스포츠시설 운영업"
924313,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,종합 스포츠시설 운영업,91131,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,종합 스포츠시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 종합 스포츠시설 운영업"
924314,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,스포츠 서비스업,9243,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,91139,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 그 외 기타 스포츠시설 운영업"
924901,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,924,오디오물 출판 및 원판 녹음업,9249,오디오물 출판 및 원판 녹음업,녹음시설 운영업,59202,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,592,오디오물 출판 및 원판 녹음업,5920,오디오물 출판 및 원판 녹음업,녹음시설 운영업,정보통신업 > 영상ㆍ오디오 기록물 제작 및 배급업 > 오디오물 출판 및 원판 녹음업 > 녹음시설 운영업
924902,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,기타 오락장 운영업,91229,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,기타 오락장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 기타 오락장 운영업"
924903,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,노래 연습장 운영업,91223,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,노래 연습장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 노래 연습장 운영업"
924904,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,기타 오락장 운영업,91229,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,기타 오락장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 기타 오락장 운영업"
924905,R,"예술, 스포츠 및 여가관련 서비스업",92,"창작, 예술 및 여가관련 서비스업",924,"도서관, 사적지 및 유사 여가관련 서비스업",9249,"식물원, 동물원 및 자연공원 운영업",자연공원 운영업,90232,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9023,"식물원, 동물원 및 자연공원 운영업",자연공원 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 식물원, 동물원 및 자연공원 운영업 > 자연공원 운영업"
924906,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,사행시설 관리 및 운영업,복권 발행 및 판매업,91241,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업,복권 발행 및 판매업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 사행시설 관리 및 운영업 > 복권 발행 및 판매업"
924907,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,전자 게임장 운영업,91221,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,전자 게임장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 전자 게임장 운영업"
924908,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,전자 게임장 운영업,91221,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,전자 게임장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 전자 게임장 운영업"
924909,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,컴퓨터 게임방 운영업,91222,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,컴퓨터 게임방 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 컴퓨터 게임방 운영업"
924910,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,924,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9249,영화 및 비디오물 상영업,비디오물 감상실 운영업,59142,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5914,영화 및 비디오물 상영업,비디오물 감상실 운영업,"정보통신업 > 영상ㆍ오디오 기록물 제작 및 배급업 > 영화, 비디오물, 방송 프로그램 제작 및 배급업 > 영화 및 비디오물 상영업 > 비디오물 감상실 운영업"
924911,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,그 외 기타 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업,91299,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 그 외 기타 오락관련 서비스업 > 그 외 기타 분류 안된 오락관련 서비스업"
924912,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,전자 게임장 운영업,91221,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,전자 게임장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 전자 게임장 운영업"
924913,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,오락장 운영업,기타 오락장 운영업,91229,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,기타 오락장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 기타 오락장 운영업"
924914,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,수상오락 서비스업,낚시장 운영업,91231,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9123,수상오락 서비스업,낚시장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 수상오락 서비스업 > 낚시장 운영업"
924915,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,수상오락 서비스업,기타 수상오락 서비스업,91239,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9123,수상오락 서비스업,기타 수상오락 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 수상오락 서비스업 > 기타 수상오락 서비스업"
924916,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,그 외 기타 오락관련 서비스업,체육 공원 및 유사 공원 운영업,91292,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업,체육 공원 및 유사 공원 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 그 외 기타 오락관련 서비스업 > 체육 공원 및 유사 공원 운영업"
924917,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,사행시설 관리 및 운영업,카지노 운영업,91242,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업,카지노 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 사행시설 관리 및 운영업 > 카지노 운영업"
