국세청_업종코드,국세청_대분류코드,국세청_대분류명,국세청_중분류코드,국세청_중분류명,국세청_소분류코드,국세청_소분류명,국세청_세분류코드,국세청_세분류명,국세청_세세분류명,KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
523983,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5239,서적 및 문구용품 소매업,문구용품 및 회화용품 소매업,47612,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,문구용품 및 회화용품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 서적 및 문구용품 소매업 > 문구용품 및 회화용품 소매업"
523984,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 그 외 기타 분류 안된 상품 전문 소매업
523985,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 그 외 기타 분류 안된 상품 전문 소매업
523986,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 그 외 기타 분류 안된 상품 전문 소매업
523987,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,화초 및 식물 소매업,47851,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,화초 및 식물 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 화초 및 식물 소매업
523988,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,화초 및 식물 소매업,47851,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,화초 및 식물 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 화초 및 식물 소매업
523990,N,"사업시설 관리, 사업 지원 및 임대 서비스업",52,사업 지원 서비스업,523,여행사 및 기타 여행 보조 서비스업,5239,기타 여행 보조 및 예약 서비스업,기타 여행 보조 및 예약 서비스업,75290,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,752,여행사 및 기타 여행 보조 서비스업,7529,기타 여행 보조 및 예약 서비스업,기타 여행 보조 및 예약 서비스업,"사업시설 관리, 사업 지원 및 임대 서비스업 > 사업 지원 서비스업 > 여행사 및 기타 여행 보조 서비스업 > 기타 여행 보조 및 예약 서비스업"
523993,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5239,가방 및 기타 가죽제품 소매업,가방 및 기타 가죽제품 소매업,47440,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4744,가방 및 기타 가죽제품 소매업,가방 및 기타 가죽제품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 가방 및 기타 가죽제품 소매업"
523994,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 그 외 기타 분류 안된 상품 전문 소매업
523995,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 그 외 기타 분류 안된 상품 전문 소매업
523996,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,반려용동물 및 관련용품 소매업,47852,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,반려용동물 및 관련용품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 반려용동물 및 관련용품 소매업
523999,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 그 외 기타 분류 안된 상품 전문 소매업
524000,G,도매 및 소매업,52,소매업; 자동차 제외,524,"섬유, 의복, 신발 및 가죽제품 소매업",5240,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,47422,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 섬유, 직물 및 의복 액세서리 소매업 > 의복 액세서리 및 모조 장신구 소매업"
524001,G,도매 및 소매업,52,소매업; 자동차 제외,524,기타 생활용품 소매업,5240,"철물, 공구, 창호 및 건설자재 소매업",공구 소매업,47512,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업",공구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 공구 소매업"
524010,G,도매 및 소매업,52,소매업; 자동차 제외,524,기타 상품 전문 소매업,5240,중고 상품 소매업,중고 가구 소매업,47861,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4786,중고 상품 소매업,중고 가구 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 중고 상품 소매업 > 중고 가구 소매업
524020,G,도매 및 소매업,52,소매업; 자동차 제외,524,기타 상품 전문 소매업,5240,중고 상품 소매업,기타 중고 상품 소매업,47869,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4786,중고 상품 소매업,기타 중고 상품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 중고 상품 소매업 > 기타 중고 상품 소매업
524091,G,도매 및 소매업,52,소매업; 자동차 제외,524,기타 상품 전문 소매업,5240,중고 상품 소매업,기타 중고 상품 소매업,47869,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4786,중고 상품 소매업,기타 중고 상품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 중고 상품 소매업 > 기타 중고 상품 소매업
524092,G,도매 및 소매업,52,소매업; 자동차 제외,524,기타 상품 전문 소매업,5240,중고 상품 소매업,중고 가전제품 및 통신장비 소매업,47862,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4786,중고 상품 소매업,중고 가전제품 및 통신장비 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 중고 상품 소매업 > 중고 가전제품 및 통신장비 소매업
524093,G,도매 및 소매업,52,소매업; 자동차 제외,524,기타 상품 전문 소매업,5240,중고 상품 소매업,기타 중고 상품 소매업,47869,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4786,중고 상품 소매업,기타 중고 상품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 중고 상품 소매업 > 기타 중고 상품 소매업
525101,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,전자상거래 소매업,47912,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,전자상거래 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 통신 판매업 > 전자상거래 소매업
525102,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,기타 통신 판매업,47919,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,기타 통신 판매업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 통신 판매업 > 기타 통신 판매업
525103,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,전자상거래 소매 중개업,47911,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,전자상거래 소매 중개업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 통신 판매업 > 전자상거래 소매 중개업
525104,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,SNS마켓,47911,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,전자상거래 소매 중개업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 통신 판매업 > 전자상거래 소매 중개업 > SNS마켓
525104,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,SNS마켓,47912,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,전자상거래 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 통신 판매업 > 전자상거래 소매업 > SNS마켓
525105,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,해외직구대행업,47911,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,전자상거래 소매 중개업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 통신 판매업 > 전자상거래 소매 중개업 > 해외직구대행업
525105,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,해외직구대행업,46101,G,도매 및 소매업,46,도매 및 상품 중개업,461,상품 중개업,4610,상품 중개업,"산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업","도매 및 소매업 > 도매 및 상품 중개업 > 상품 중개업 > 산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업 > 해외직구대행업"
525105,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,해외직구대행업,46102,G,도매 및 소매업,46,도매 및 상품 중개업,461,상품 중개업,4610,상품 중개업,음ㆍ식료품 및 담배 중개업,도매 및 소매업 > 도매 및 상품 중개업 > 상품 중개업 > 음ㆍ식료품 및 담배 중개업 > 해외직구대행업
525105,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,해외직구대행업,46103,G,도매 및 소매업,46,도매 및 상품 중개업,461,상품 중개업,4610,상품 중개업,"섬유, 의복, 신발 및 가죽제품 중개업","도매 및 소매업 > 도매 및 상품 중개업 > 상품 중개업 > 섬유, 의복, 신발 및 가죽제품 중개업 > 해외직구대행업"
525105,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,해외직구대행업,46104,G,도매 및 소매업,46,도매 및 상품 중개업,461,상품 중개업,4610,상품 중개업,목재 및 건축자재 중개업,도매 및 소매업 > 도매 및 상품 중개업 > 상품 중개업 > 목재 및 건축자재 중개업 > 해외직구대행업
525105,G,도매 및 소매업,52,소매업; 자동차 제외,525,무점포 소매업,5251,통신 판매업,해외직구대행업,46105,G,도매 및 소매업,46,도매 및 상품 중개업,461,상품 중개업,4610,상품 중개업,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업","도매 및 소매업 > 도매 및 상품 중개업 > 상품 중개업 > 연료, 광물, 1차 금속, 비료 및 화학제품 중개업 > 해외직구대행업"
